日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20231130,1775,富士古河Ｅ＆Ｃ,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1776,三井住建道路,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1780,ヤマウラ,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1783,アジアゲートホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1786,オリエンタル白石,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1787,ナカボーテック,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1788,三東工業社,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1789,ＥＴＳホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1793,大本組,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1795,マサル,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1798,守谷商会,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1799,第一建設工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1801,大成建設,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
20231130,1802,大林組,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
20231130,1803,清水建設,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
20231130,1805,飛島建設,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1807,佐藤渡辺,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1808,長谷工コーポレーション,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
20231130,1810,松井建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1811,錢高組,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1812,鹿島建設,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
20231130,1813,不動テトラ,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1814,大末建設,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1815,鉄建建設,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1820,西松建設,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
20231130,1821,三井住友建設,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20231130,1822,大豊建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20231130,1826,佐田建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1827,ナカノフドー建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1828,田辺工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1833,奥村組,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20231130,1835,東鉄工業,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20231130,1840,土屋ホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1841,サンユー建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1844,大盛工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1847,イチケン,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1848,富士ピー・エス,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1850,南海辰村建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1852,淺沼組,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20231130,1853,森組,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1860,戸田建設,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
20231130,1861,熊谷組,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20231130,1866,北野建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1867,植木組,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1870,矢作建設工業,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1871,ピーエス三菱,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1873,日本ハウスホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1878,大東建託,プライム（内国株式）,8050,不動産業,17,不動産 ,4,TOPIX Mid400
20231130,1879,新日本建設,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1882,東亜道路工業,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1884,日本道路,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1885,東亜建設工業,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20231130,1887,日本国土開発,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1888,若築建設,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1890,東洋建設,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20231130,1893,五洋建設,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
20231130,1897,金下建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1898,世紀東急工業,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20231130,1899,福田組,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1904,大成温調,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1905,テノックス,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1909,日本ドライケミカル,スタンダード（内国株式）,3600,機械,8,機械 ,7,TOPIX Small 2
20231130,1911,住友林業,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
20231130,1914,日本基礎技術,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1921,巴コーポレーション,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1925,大和ハウス工業,プライム（内国株式）,2050,建設業,3,建設・資材 ,2,TOPIX Large70
20231130,1926,ライト工業,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20231130,1928,積水ハウス,プライム（内国株式）,2050,建設業,3,建設・資材 ,2,TOPIX Large70
20231130,1929,日特建設,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1930,北陸電気工事,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1934,ユアテック,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1938,日本リーテック,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1939,四電工,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1941,中電工,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20231130,1942,関電工,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20231130,1944,きんでん,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
20231130,1945,東京エネシス,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1946,トーエネック,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1948,弘電社,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1949,住友電設,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1950,日本電設工業,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1951,エクシオグループ,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
20231130,1952,新日本空調,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1959,九電工,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
20231130,1960,サンテック,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1961,三機工業,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20231130,1963,日揮ホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材 ,4,TOPIX Mid400
20231130,1964,中外炉工業,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1965,テクノ菱和,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1966,高田工業所,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1967,ヤマト,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1968,太平電業,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1969,高砂熱学工業,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20231130,1971,中央ビルト工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 ,-,-
20231130,1972,三晃金属工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1973,ＮＥＣネッツエスアイ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20231130,1975,朝日工業社,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1976,明星工業,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1979,大氣社,プライム（内国株式）,2050,建設業,3,建設・資材 ,6,TOPIX Small 1
20231130,1980,ダイダン,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1981,協和日成,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1982,日比谷総合設備,プライム（内国株式）,2050,建設業,3,建設・資材 ,7,TOPIX Small 2
20231130,1992,神田通信機,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1994,高橋カーテンウォール工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,1997,暁飯島工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 ,-,-
20231130,2001,ニップン,プライム（内国株式）,3050,食料品,1,食品 ,6,TOPIX Small 1
20231130,2002,日清製粉グループ本社,プライム（内国株式）,3050,食料品,1,食品 ,4,TOPIX Mid400
20231130,2003,日東富士製粉,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20231130,2004,昭和産業,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20231130,2009,鳥越製粉,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20231130,2011,ＳＭＤＡＭ　Ａｃｔｉｖｅ　ＥＴＦ　日本高配当株式,ETF・ETN,-,-,-,-,-,-
20231130,2031,ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ダブル・ブル　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2032,ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ベア　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2033,ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ダブル・ブル　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2034,ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ベア　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2036,ＮＥＸＴ　ＮＯＴＥＳ　金先物　ダブル・ブル　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2037,ＮＥＸＴ　ＮＯＴＥＳ　金先物　ベア　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2038,ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ダブル・ブル　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2039,ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ベア　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2040,ＮＥＸＴ　ＮＯＴＥＳ　ＮＹダウ・ダブル・ブル・ドルヘッジ　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2041,ＮＥＸＴ　ＮＯＴＥＳ　ＮＹダウ・ベア・ドルヘッジ　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2042,ＮＥＸＴ　ＮＯＴＥＳ　東証グロース市場２５０　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2043,ＮＥＸＴ　ＮＯＴＥＳ　ＳＴＯＸＸ　アセアン好配当５０（円、ネットリターン）ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2044,ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐ５００　配当貴族（ネットリターン）　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2045,ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐ　シンガポール　リート（ネットリターン）　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2046,ＮＥＸＴ　ＮＯＴＥＳ　インドＮｉｆｔｙ・ダブル・ブル　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2047,ＮＥＸＴ　ＮＯＴＥＳ　インドＮｉｆｔｙ・ベア　ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2048,ＮＥＸＴ　ＮＯＴＥＳ　野村日本株高配当７０（ドルヘッジ、ネットリターン）ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2050,ＮＥＸＴ　ＮＯＴＥＳ　ニッチトップ　中小型日本株（ネットリターン）ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2053,中部飼料,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20231130,2055,日和産業,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20231130,2060,フィード・ワン,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20231130,2065,ＮＥＸＴ　ＮＯＴＥＳ　日本株配当貴族（ドルヘッジ、ネットリターン）ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2066,ＮＥＸＴ　ＮＯＴＥＳ　東証ＲＥＩＴ（ドルヘッジ、ネットリターン）ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2067,ＮＥＸＴ　ＮＯＴＥＳ　野村ＡＩビジネス７０（ネットリターン）ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2068,ＮＥＸＴ　ＮＯＴＥＳ　高ベータ３０（ネットリターン）ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2069,ＮＥＸＴ　ＮＯＴＥＳ　低ベータ５０（ネットリターン）ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2070,スマートＥＳＧ３０女性活躍（ネットリターン）ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2071,スマートＥＳＧ３０総合（ネットリターン）ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2072,トップシェアインデックス（ネットリターン）ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2073,スマートＥＳＧ３０低カーボンリスク（ネットリターン）ＥＴＮ,ETF・ETN,-,-,-,-,-,-
20231130,2080,ＰＢＲ１倍割れ解消推進ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20231130,2081,政策保有解消推進ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20231130,2082,投資家経営者一心同体ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20231130,2083,ＮＥＸＴ　ＦＵＮＤＳ　日本成長株アクティブ上場投信,ETF・ETN,-,-,-,-,-,-
20231130,2084,ＮＥＸＴ　ＦＵＮＤＳ　日本高配当株アクティブ上場投信,ETF・ETN,-,-,-,-,-,-
20231130,2085,ＭＡＸＩＳ高配当日本株アクティブ上場投信,ETF・ETN,-,-,-,-,-,-
20231130,2086,ＮＺＡＭ　上場投信　Ｓ＆Ｐ５００（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20231130,2087,ＮＺＡＭ　上場投信　ＮＡＳＤＡＱ１００（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20231130,2088,ＮＺＡＭ　上場投信　ＮＹダウ３０（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20231130,2089,ＮＺＡＭ　上場投信　ＤＡＸ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20231130,2090,ＮＺＡＭ　上場投信　米国国債７－１０年（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20231130,2091,ＮＺＡＭ　上場投信　ドイツ国債７－１０年（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20231130,2092,ＮＺＡＭ　上場投信　フランス国債７－１０年（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20231130,2093,上場Ｔｒａｃｅｒｓ　米国債０－２年ラダー（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20231130,2094,東証ＲＥＩＴインバースＥＴＦ,ETF・ETN,-,-,-,-,-,-
20231130,2095,グローバルＸ　Ｓ＆Ｐ５００配当貴族　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20231130,2096,グローバルＸ　オフィス・Ｊ－ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20231130,2097,グローバルＸ　レジデンシャル・Ｊ－ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20231130,2098,グローバルＸ　ホテル＆リテール・Ｊ－ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20231130,2107,東洋精糖,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20231130,2108,日本甜菜製糖,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20231130,2109,ＤＭ三井製糖ホールディングス,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20231130,2112,塩水港精糖,スタンダード（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20231130,2114,フジ日本精糖,スタンダード（内国株式）,3050,食料品,1,食品 ,-,-
20231130,2117,ウェルネオシュガー,プライム（内国株式）,3050,食料品,1,食品 ,7,TOPIX Small 2
20231130,2120,ＬＩＦＵＬＬ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20231130,2121,ＭＩＸＩ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20231130,2122,インタースペース,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,-,-
20231130,2124,ジェイエイシーリクルートメント,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20231130,2127,日本Ｍ＆Ａセンターホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20231130,2130,メンバーズ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
