日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20240628,1691,ＷｉｓｄｏｍＴｒｅｅ　ガソリン上場投資信託,ETF・ETN,-,-,-,-,-,-
20240628,1692,ＷｉｓｄｏｍＴｒｅｅ　アルミニウム上場投資信託,ETF・ETN,-,-,-,-,-,-
20240628,1693,ＷｉｓｄｏｍＴｒｅｅ　銅上場投資信託,ETF・ETN,-,-,-,-,-,-
20240628,1694,ＷｉｓｄｏｍＴｒｅｅ　ニッケル上場投資信託,ETF・ETN,-,-,-,-,-,-
20240628,1695,ＷｉｓｄｏｍＴｒｅｅ　小麦上場投資信託,ETF・ETN,-,-,-,-,-,-
20240628,1696,ＷｉｓｄｏｍＴｒｅｅ　とうもろこし上場投資信託,ETF・ETN,-,-,-,-,-,-
20240628,1697,ＷｉｓｄｏｍＴｒｅｅ　大豆上場投資信託,ETF・ETN,-,-,-,-,-,-
20240628,1698,上場インデックスファンド日本高配当（東証配当フォーカス１００）,ETF・ETN,-,-,-,-,-,-
20240628,1699,ＮＥＸＴ　ＦＵＮＤＳ　ＮＯＭＵＲＡ　原油インデックス連動型上場投信,ETF・ETN,-,-,-,-,-,-
20240628,170A,ＳＭＴ　ＥＴＦ日本好配当株アクティブ,ETF・ETN,-,-,-,-,-,-
20240628,1711,ＳＤＳホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1712,ダイセキ環境ソリューション,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1716,第一カッター興業,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1717,明豊ファシリティワークス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240628,1718,美樹工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1719,安藤・間,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,171A,ゼロジャパン,PRO Market,6050,卸売業,13,商社・卸売,-,-
20240628,1720,東急建設,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,1721,コムシスホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20240628,1723,日本電技,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1724,シンクレイヤ,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1726,ビーアールホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,172A,ネオホーム,PRO Market,8050,不動産業,17,不動産,-,-
20240628,1730,麻生フオームクリート,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1736,オーテック,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,173A,ハンモック,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240628,1743,コーアツ工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,174A,エージェンテック,PRO Market,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240628,1757,創建エース,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1758,太洋基礎工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,175A,Ｗｉｌｌ　Ｓｍａｒｔ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240628,1762,高松コンストラクショングループ,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1764,工藤建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1766,東建コーポレーション,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,1768,ソネック,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,176A,レジル,グロース（内国株式）,4050,電気・ガス業,11,電力・ガス,-,-
20240628,1770,藤田エンジニアリング,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1773,ワイ・ティー・エル・コーポレーション・バーハッド,プライム（外国株式）,2050,建設業,3,建設・資材,-,-
20240628,1775,富士古河Ｅ＆Ｃ,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1776,三井住建道路,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,177A,コージンバイオ,グロース（内国株式）,3200,化学,4,素材・化学,-,-
20240628,1780,ヤマウラ,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1783,ｆａｎｔａｓｉｓｔａ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20240628,1786,オリエンタル白石,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1787,ナカボーテック,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1788,三東工業社,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1789,ＥＴＳホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,178A,グローバルＸ　革新的優良企業　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20240628,1793,大本組,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1795,マサル,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1798,守谷商会,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1799,第一建設工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,179A,グローバルＸ　超長期米国債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20240628,1801,大成建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20240628,1802,大林組,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20240628,1803,清水建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20240628,1805,飛島建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1807,佐藤渡辺,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1808,長谷工コーポレーション,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20240628,180A,グローバルＸ　超長期米国債　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20240628,1810,松井建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1811,錢高組,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1812,鹿島建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20240628,1813,不動テトラ,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1814,大末建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1815,鉄建建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,181A,ＭＡＸＩＳ米国国債１－３年上場投信（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20240628,1820,西松建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20240628,1821,三井住友建設,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,1822,大豊建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,1826,佐田建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1827,ナカノフドー建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1828,田辺工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,182A,ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20240628,1833,奥村組,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,1835,東鉄工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,183A,ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20240628,1840,土屋ホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1841,サンユー建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1844,大盛工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1847,イチケン,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1848,富士ピー・エス,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,184A,学びエイド,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240628,1850,南海辰村建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1852,淺沼組,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,1853,森組,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,185A,リサイクルテック・ジャパン,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20240628,1860,戸田建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20240628,1861,熊谷組,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,1866,北野建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1867,植木組,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,186A,アストロスケールホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240628,1870,矢作建設工業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1871,ピーエス三菱,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1873,日本ハウスホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1878,大東建託,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20240628,1879,新日本建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,187A,サムティホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,-,-
20240628,1882,東亜道路工業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1884,日本道路,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1885,東亜建設工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,1887,日本国土開発,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1888,若築建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,188A,グローバルＸ　インド・トップ１０＋　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20240628,1890,東洋建設,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,1893,五洋建設,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20240628,1897,金下建設,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1898,世紀東急工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,1899,福田組,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,189A,Ｄ＆Ｍカンパニー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240628,1904,大成温調,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1905,テノックス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1909,日本ドライケミカル,スタンダード（内国株式）,3600,機械,8,機械,7,TOPIX Small 2
20240628,190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240628,1911,住友林業,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20240628,1914,日本基礎技術,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,191A,ミモザ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20240628,1921,巴コーポレーション,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1925,大和ハウス工業,プライム（内国株式）,2050,建設業,3,建設・資材,2,TOPIX Large70
20240628,1926,ライト工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,1928,積水ハウス,プライム（内国株式）,2050,建設業,3,建設・資材,2,TOPIX Large70
20240628,1929,日特建設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,192A,インテグループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240628,1930,北陸電気工事,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1934,ユアテック,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1938,日本リーテック,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1939,四電工,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,193A,グローベルス,PRO Market,8050,不動産業,17,不動産,-,-
20240628,1941,中電工,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,1942,関電工,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,1944,きんでん,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20240628,1945,東京エネシス,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1946,トーエネック,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1948,弘電社,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1949,住友電設,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,194A,ＷＯＬＶＥＳ　ＨＡＮＤ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240628,1950,日本電設工業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1951,エクシオグループ,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20240628,1952,新日本空調,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1959,九電工,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20240628,195A,ライスカレー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240628,1960,サンテック,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1961,三機工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,1963,日揮ホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20240628,1964,中外炉工業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1965,テクノ菱和,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1966,高田工業所,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1967,ヤマト,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1968,太平電業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1969,高砂熱学工業,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,196A,ＭＦＳ,グロース（内国株式）,7200,その他金融業,16,金融（除く銀行）,-,-
20240628,1972,三晃金属工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1973,ＮＥＣネッツエスアイ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240628,1975,朝日工業社,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1976,明星工業,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1979,大氣社,プライム（内国株式）,2050,建設業,3,建設・資材,6,TOPIX Small 1
20240628,197A,タウンズ,スタンダード（内国株式）,3250,医薬品,5,医薬品,-,-
20240628,1980,ダイダン,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,1981,協和日成,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1982,日比谷総合設備,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240628,198A,ＰｏｓｔＰｒｉｍｅ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240628,1992,神田通信機,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1994,高橋カーテンウォール工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,1997,暁飯島工業,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240628,199A,メディエア,PRO Market,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240628,2001,ニップン,プライム（内国株式）,3050,食料品,1,食品,6,TOPIX Small 1
20240628,2002,日清製粉グループ本社,プライム（内国株式）,3050,食料品,1,食品,4,TOPIX Mid400
20240628,2003,日東富士製粉,スタンダード（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20240628,2004,昭和産業,プライム（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20240628,2009,鳥越製粉,スタンダード（内国株式）,3050,食料品,1,食品,7,TOPIX Small 2
20240628,200A,ＮＥＸＴ　ＦＵＮＤＳ　日経半導体株指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
20240628,2011,ＳＭＤＡＭ　Ａｃｔｉｖｅ　ＥＴＦ　日本高配当株式,ETF・ETN,-,-,-,-,-,-
